product_id,brand,title,price,title,specs
17094787,HP ENTERPRISE,"249674-001 HP 256MB200MHz DDR PC1600 EC"" ""Null",54.75,Description:HP 256MB 200MHz DDR PC1600 ECC SDRAMPart Number(s)Part# 249674-001,Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 200 MHz Part Number 249674-001 Products ID 142625 Technology DDR RAM Capacity 256MB Bus Clock 200MHz Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes
16890309,HP ENTERPRISE,"340769-001 HP StorageWorks Internal DLT SCSI"", ""Null"" SCSI 340769-001 Price 340769-001",20.0,Description:StorageWorks 20/40GB Internal DLT SCSI Tape DrivePart Number(s)Option Part# 340769-001,Specifications: Category StorageWorks Sub-Category Tape Drive Generation 20/40GB Part Number 340769-001 Products ID 1259 Tape Type DLT Native Capacity 20GB Interface Type SCSI Enclosure Type Internal Native Data Transfer Rate 1.5MB/s Compressed Capacity 40GB Data Transfer Rate - Compressed 3MB/s Platform PC Dimensions (HxWxD) 3.23 in x 5.83 in x 9.61 in
17548882,HP ENTERPRISE,"310590-001 ML370T G3 Xeon 3.06GHz 512k"", ""Null"" Price 310590-001"" 512k 310590-001",370.0,Description: Proliant ML370T G3 Xeon3.06/512k-533fsb 1GB Manufacturer Part# 310590-001,"Specifications: Category Proliant Server Sub-Category ML370T Generation G3 Part Number 310590-001 Products ID 14296 Processor Capacity 2 Memory Type PC2-3200 DDR2 Max Memory 16 GB Advanced Memory Protection Advanced ECC, Online Spare Storage Type Hot-plug SCSI, Hot plug Serial ATA Removable Media Bays 4 Form Factor Tower or Rack Rack Height 5U, Universal rack rails included Networking Integrated HP NC7781 PCI-X Gigabit Remote Management Integrated HP NC7781 PCI-X Gigabit Remote Management Integrated Lights-Out Redundant Power Supply Optional Redundant Fans Optional"
16604454,HP ENTERPRISE,"470065-235 DL320 G6 Xeon E5504 2.0GHz"", ""Null"" Price 470065-235"" 2.0GHz 470065-235",320.0,Description:Proliant DL320 G6 rack-mountable - 1U - 1 x Xeon E5504 2GHz - RAM 3GB - SATA - Hot-Swap 3.5-inch - ATI ES1000Part Number(s)HP Part# 470065-235,"Specifications: Category Proliant Server IDE Sub-Category DL320 Generation G6 Part Number 470065-235 Products ID 455704 Processor Type Xeon Intel Operating System Operating System Not Included Maximum Number of Processors 1 Processor Speed 2GHz Installed Memory 3GB Memory Socket DIMM 240-pin Memory Technology DDR3 SDRAM Maximum System Memory 24GB Cache Size 4MB Bus Speed 1066MHz Number of PCI Express Slots 1 Networking Data Gigabit Ethernet Rain Support RAID 0 , RAID 1 System Chipset Intel 5500"
15001162,HP ENTERPRISE,"230534-B21 HP 40-GB Ultra ATA 100 7.2K"", ""Null"" Price 230534-B21"" ""New 230534-B21 7.2K",7.2,Description: 40GB Ultra ATA/100 7200 RPM DriveHewlett-Packard Part# 230534-B21,Specifications: Category Proliant HardDrive Sub-Category 7.2K Generation Ultra Wide Part Number 230534-B21 Products ID 141262 Type Hard drive - internal Capacity 40 GB Interface Type ATA-100 Connector 40 pin IDC Data Storage Device Type SAS (Server Attached Storage) Hard Drive Device Type Hard drive for server/storage unit (HP) Data Transfer Rate 100 MBps Average Seek Time 8.5 ms Spindle Speed 7200 rpm Device Type Hard drive - internal Compatibility PC Manufacturer HP/Compaq Height 1 inch
17005740,HP ENTERPRISE,"643774-B21 HP Xeon E74820 2.0GHz BL680c G7"" ""Null",1424.74,Description:HP Intel Xeon E7-4820 BL680c G7(2.0GHz/8-core/18MB/105W)Full Processor Option KitPart Number(s) Manufacturer Part# 643774-B21,Specifications: Category Proliant Processor Sub-Category Intel Xeon Generation G7 Part Number 643774-B21 Products ID 458158 Product Type Processor Processor Type Intel Xeon Processor Core Octa-Core Processor Qty 1 Clock Speed 2.0GHz QuickPath Interconnect 5.86GT/s L2 Cache 2MB L3 Cache 18MB 64-bit Processing Yes Process Technology 32nm Processor Socket Socket LGA-1567 Thermal Design Power 105W
16180821,HP ENTERPRISE,"495605-B21 HP 64-GB (8x8GB) PC2-5300 SDRAM Kit"", ""Null"" Price 495605-B21"" ""New 495605-B21 Kit",667.0,Description:Genuine HPE 64GB (8x8GB) RegisteredPC2-5300 Dual-Rank SDRAM Memory KitPart Number(s) Option Part# 495605-B21 (8 x 8GB),Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 667MHz Part Number 495605-B21 Products ID 455466 Storage Capacity 64GB (8 x 8GB) Technology DDR II SDRAM Form Factor DIMM 240-pin Memory Speed 667MHz (PC2-5300) Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 495605-B21 Compatible Servers: BL465c G5 BL465c G6 G7 BL495c G5 BL495c G6 G7 BL685c G5 BL685c G6 G7 DL165 G5 DL165 G6 G7 DL185 G5 DL385 G5 DL385 G5p DL385 G6 G7 DL585 G5 DL585 G6 G7 DL785 G5 DL785 G6
5243579,EQUALLOGIC,"ST31000524NS EQL 1TB 7.2K 3.5 SATA PS4000E"", ""Null"" Price ST31000524NS"" PS4000E ST31000524NS",7.2,Description:Dell EqualLogic 1-TB 7.2K RPM 3G(3Gb/s) 3.5-inch Serial ATA (SATA)Hot-Plug Hard Drive in Dell EqualLogicPS4000 / PS5000 / PS6000 series3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell EqualLogic serial number and firmwareGenuine Dell EqualLogic Certified Hard DriveCompatible Storage Arrays:Dell EqualLogic PS4000 PS4000EDell EqualLogic PS5000 PS5000E PS5500EDell EqualLogic PS6000 PS6000EDell EqualLogic PS6010EPart Number(s) Dell Part# 9JW154-536 Dell Part# 2HR85 Dell Part# 9CA158-056 Seagate Part# ST31000524NS-EQL,Specifications: Category Dell EqualLogic Drive Sub-Category 7.2K Generation SATA Part Number ST31000524NS Products ID 486102 Hot Swap Tray Included Capacity 1TB Form Factor 3.5 inches Interface SATA Average Seek Time 8.5ms Rotational Speed 7200RPM Manufacturer Dell Pre-Failure Warranty Yes Cache 32MB
10386197,HP ENTERPRISE,"500660-B21 HP 4GB (1x4GB) PC3-8500 RDIMM"", ""Null"" Price 500660-B21-"" ""New 500660-B21 RDIMM",1066.0,Description:2 x Genuine HPE 4GB (1x4GB) PC3-8500 Registered CAS 7Quad Rank x8 Low Power DRAM Memory Kit Part Number(s) Option Part# 500660-B21 (1 module per Kit) Spare Part# 501535-001 Assembly Part# 500204-061,Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 1066MHz Part Number 500660-B21-2Pack Products ID 490455 Storage Capacity 4GB (1 x 4GB) Technology DDR3 DRAM Form Factor DIMM 240-pin Memory Speed 1066MHz (PC3-8500R-7) Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 500660-B21 Compatible Servers: BL280c G6 G7 BL460c G6 G7 DL1000 DL120 G6 G7 DL160 G6 G7 DL160se G6 G7 DL170h DL180 G6 G7 DL320 G6 G7 DL360 G6 G7 DL370 G6 G7 DL380 G6 G7 ML150 G6 G7 ML330 G6 G7 ML350 G6 G7 ML370 G6
15928063,HP ENTERPRISE,"293472-B22 HP MSL5026 SDLT RackMount Tape Library"" ""Null",2295.09,Description:HP MSL5026 160/320GB SDLT RackMount Tape LibraryPart Number(s) Hewlett-Packard Part# 293472-B22,Specifications: Category Tape Drive Sub-Category SDLT Generation 160/320 Part Number 293472-B22 Products ID 15239 Device Type Tape Library - Super DLT Enclosure Type Rack-Mountable - 5 U Installed Devices / Modules Qty 1 (Installed) / 2 (Max) Capacity 160GB (Native) / 320GB (Compressed) Total storage Capacity 4.16TB / 8.32TB Interface Type SCSI LVD Data Transfer Rate 16MB/s Media Type Super DLT Recording Standard Super DLT Removable MEdia Capacity 26 Power AC 110/230 V (50/60Hz)
17140727,HP ENTERPRISE,"453475-B21 HP Xeon L5335 2.0GHz DL140 G3"" ""Null",124.74,Description:Intel Xeon L5335 DL140 G3(2.0GHz/4-core/8MB/80W)Full Processor Option KitPart Number(s) Manufacturer Part# 453475-B21,Specifications: Category Proliant Processor Sub-Category Intel Xeon Generation G3 Part Number 453475-B21 Products ID 458275 Product Type Processor (Low Voltage) Processor Type Intel Xeon Processor Core Quad-Core Processor Qty 1 Clock Speed 2.0GHz Bus Speed 1333MHz L2 Cache 8MB 64-bit Processing Yes Process Technology 65nm Processor Socket Socket J LGA-771 Thermal Design Power 50W
16438005,HP ENTERPRISE,"242469-001 HP Storageworks External"" ""Null",149.35,Description:StorageWorks External TapePart Number(s) Option Part# 242469-001,Specifications: Category Proliant Sub-Category TapeDrive Generation 15/30GB Part Number 242469-001 Products ID 1255 Tape Type DLT Native Capacity 15GB Interface Type SCSI Enclosure Type External Native Data Transfer Rate 5MB/s Compressed Capacity 30GB Data Transfer Rate - Compressed 10MB/s
17522623,SUN,"XTA-3510-300-GB-10K Sun 300-GB 10K HP FC-AL HDD"", ""Null"" HDD XTA-3510-300-GB-10K Price XTA-3510-300GB-10K",10.0,Description:Sun 300GB 10K RPM 3.5-inch Hot-Plug Fibre Channel Hard DrivePart Number(s)Sun Part# XTA-3510-300GB-10K,Specifications: Category Sun HardDrive Sub-Category 10K Generation Fibre Channel Part Number XTA-3510-300GB-10K Products ID 456796 Type Hard Drive Hot-Swap Form Factor 3.5 inch x 1 inch Plug-in Module Capacity 300GB Interface Type FC-AL Data Transfer Rate 2GB/s Rotational Speed 10000RPM Pre-Failure Warranty Yes
17551977,HP ENTERPRISE,"308724-001 DL360R G3 X2.8GHz 512K 1GB"", ""Null"" Price 308724-001"" 1GB 308724-001",360.0,Description: Proliant DL360R G3 Xeon 2.8GHz/512K-400fsb 1GBHewlett-Packard Part# 308724-001,"Specifications: Category Proliant Server Sub-Category DL360R Generation G3 Part Number 308724-001 Products ID 14276 Chipset ServerWorks Grand Champion LE Form Factor Rack-Mountable Processors Xeon 2.8 GHz Processors Qty 1 Installed Memory 1024 MB (DDR SDRAM) Platform Speed 2.8 GHz Socket Type Socket 604 Storage Controller Type DMA/ATA (Ultra) x 1 Bus Speed 533 MHz Video Output Interface PCI Number of Memory slots 4 x 184 Pin DIMMs Supported RAM speeds 266 MHz RAID support RAID 0, RAID 1, RAID 10, RAID 5"
14426191,HP ENTERPRISE,"359623-B21 BL20P G2 Xeon 2.8GHz 1M 512MB"", ""Null"" Price 359623-B21"" 512MB 359623-B21",20.0,Description: BL20PG2 Xeon 2.8GHz 1M 512MB 1P Blade Manufacturer Part# 359623-B21,"Specifications: Category Proliant Server Sub-Category BL20 Generation G2 Part Number 359623-B21 Products ID 15408 Chassis Form Blade Model ProLiant BL20p Cache Memory (installed) 512 MB RAM (installed) 1 GB RAM Technology DDR SDRAM RAM (maximum) 8 GB Networking Protocol Ethernet, Fast Ethernet, Gigabit Etherne Controller RAID Level RAID 0, RAID 1, RAID 10, RAID 5 Video RAM (installed) 0 MB Video Card None"
14175,HP ENTERPRISE,"BD03655B28 HP 36.4-GB 10K FC-AL"", ""Null"" Price BD03655B28-"" ""New BD03655B28 FC-AL",10.0,Description:10 x StorageWorks 36.4GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 238590-B21 Spare Part# 240787-001 Assembly Part# 293555-001 Model# BD03655B28 2-5-2 Part# FE-19979-01,Specifications: Category Storageworks HDD Sub-Category 10K Generation Fibre Channel Part Number BD03655B28-10Pack Products ID 463703 Type Hard Drive Hot-Swap Form Factor 3.5 inch x 1 inch Plug-in Module Capacity 36.4GB Interface Type FC-AL Data Transfer Rate 2GB/s Rotational Speed 10000RPM Pins 40 Manufacturer HP/Compaq Pre-Failure Warranty Yes
10829004,AMD,AMD Athlon X4 870k 3.9 GHz Black Low Noise Edition,0.0,"AMD Athlon X4 870K, AMD Athlon X4, Socket FM2+, PC, 870K, DDR3-SDRAM, 0 - 72,4 C","Temprature d'opration 0 - 72,4 C Socket de processeur (rceptable de processeur) Socket FM2+ Processeur nombre de threads 4 Nombre de coeurs de processeurs 4 Modle de processeur 870K Lithographie du processeur 28 nm Le cache du processeur 4 Mo La technologie de virtualisation AMD Oui Frquence du processeur Turbo 4,1 GHz Frquence du processeur 3,9 GHz Famille de processeur AMD Athlon X4 Enveloppe thermique (TDP, Thermal Design Power) 95 W composant pour PC Bote Oui Types de mmoires pris en charge par le processeur DDR3-SDRAM Vitesses d'horloge de mmoire prises en charge par le processeur 2133 MHz Type de cache de processeur L2"
11400657,HP ENTERPRISE,"359461-001 HP 72.8-GB 10K FC-AL"" ""Null",324.75,Description:5 x StorageWorks 72.8GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 238921-B21 Spare 244448-001 Assembly 359461-001 Model# BD0725822B 2-5-2 FE-19980-01,Specifications: Category Storageworks HDD Sub-Category 10K Generation Fibre Channel Part Number 359461-001-5Pack Products ID 463762 Type Hard Drive Hot-Swap Form Factor 3.5 inch x 1 inch Plug-in Module Capacity 72.8GB Interface Type FC-AL Data Transfer Rate 2GB/s Rotational Speed 10000RPM Pins 40 Manufacturer HP/Compaq Pre-Failure Warranty Yes
3678837,HP ENTERPRISE,DG0300FARVV HP 300-GB 6G 10K 2.5 DP SAS HDD,163.74,Description:300GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 507127-B21 Spare 507284-001 Assembly 518194-002 Model# DG0300FARVV,Specifications: Manufacturer HP Category Hard Drive Sub-Category 10K Generation SAS Part Number HP DG0300FARVV Product ID 457411_HP_HardDrives Type Hard Drive - Hot-Swap Capacity 300GB Interface Type Serial Attached SCSI Spindle Speed 10000RPM Ports Dual Port Speed 6GB/s
16910199,HP ENTERPRISE,"325134-001 DL580R G2 (2P) Xeon 2.8GHz"" ""Null",944.35,Description: Proliant DL580R02 Xeon 2.8GHz 2M (2P)Hewlett-Packard Part# 325134-001,"Specifications: Category Proliant Server Sub-Category DL580R Generation G2 Part Number 325134-001 Products ID 15470 Memory Type PC2-3200 DDR2 Max Memory 32GB with 16 x 2 GB DIMMs Memory Protection HotPlug RAID, Hot PlugMirrored, HotSpare Form Factor Dense Rack Rack Hight 4 U Networking NC77892 Dual Prot Gigabit Server Adaptor Remote Management Integrated Lights Out Redundant Fans Six Hot Plug Redundant Fans Standard"
3776757,EVGA,"EVGA GeForce GTX 1060 SC GAMING 6GB - Prijzen ""@NL Tweakers""@NL",1060.0,,"Categorie Videokaarten Merk EVGA Product EVGA GeForce GTX 1060 SC GAMING 6GB Uitvoering EVGA GeForce GTX 1060 SC GAMING 6GB EAN 0843368043032, 4250812415370 SKU 06G-P4-6163-KR Tweakers ID 567245 Productprijs  294,16 Pakketpost vanaf  99,-  3,95 iDeal  0,50 Totaal  298,61 Onjuiste prijs melden Productprijs  303,- Pakketpost  0,- iDeal  0,- Totaal  303,- Onjuiste prijs melden Productprijs  307,- Pakketpost vanaf  0,- iDeal  0,- Totaal  307,- Onjuiste prijs melden Productprijs  304,- Pakketpost  3,95 iDeal  0,- Totaal  307,95 Onjuiste prijs melden Productprijs  319,- Pakketpost tot  50,-  0,- iDeal  0,- Totaal  319,- Onjuiste prijs melden Productprijs  318,50 Pakketpost DPD  3,95 iDeal  0,- Totaal  322,45 Onjuiste prijs melden Productprijs  319,- Pakketpost tot 1 kg  4,95 iDeal  0,- Totaal  323,95 Onjuiste prijs melden Productprijs  399,- Pakketpost (vanaf  20,- i.c.m. iDEAL)  0,- iDeal  0,- Totaal  399,- Onjuiste prijs melden"
17536422,HP ENTERPRISE,"323146-B21 BL20p Xeon 3.06GHz"" ""Null",828.95,Description:PL BL20p 3.06 Xeon 1P M1 512K SA5I+ NC7781 ILO Manufacturer Part# 323146-B21,"Specifications: Category Proliant Server Sub-Category BL20 Generation Part Number 323146-B21 Products ID 6184 Chassis Form Factor: Blade Model: HP ProLiant BL20p Cache Memory (Installed): 512 KB RAM (installed) 512 MB RAM Technology: DDR SDRAM RAM (maximum): 8 GB Networking Protocol: Ethernet, Fast Ethernet, GB Ethernet Storage Controller RAID Level: RAID 0, RAID 1, RAID 10, RAID 5 Actual Weight: 50 lbs"
15389688,HP ENTERPRISE,"470065-235 DL320 G6 Xeon E5504 2.0GHz"" ""Null",849.35,Description:Proliant DL320 G6 rack-mountable - 1U 1 x Xeon E5504 2GHz RAM 3GB SATA Hot-Swap 3.5-inch ATI ES1000Part Number(s)HP Part# 470065-235,"Specifications: Category Proliant Server IDE Sub-Category DL320 Generation G6 Part Number 470065-235 Products ID 455704 Processor Type Xeon Intel Operating System Operating System Not Included Maximum Number of Processors 1 Processor Speed 2GHz Installed Memory 3GB Memory Socket DIMM 240-pin Memory Technology DDR3 SDRAM Maximum System Memory 24GB Cache Size 4MB Bus Speed 1066MHz Number of PCI Express Slots 1 Networking Data Gigabit Ethernet Rain Support RAID 0 , RAID 1 System Chipset Intel 5500"
10074086,HP ENTERPRISE,"Null"", ""BD03656ABA HP 36.4-GB 10K FC-AL"" ""New BD03656ABA FC-AL Price BD03656ABA-",10.0,Description:5 x StorageWorks 36.4GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 238590-B21 Spare Part# 240787-001 Assembly Part# 325370-001 Model# BD03656ABA 2-5-2 Part# FE-19979-01,Specifications: Category Storageworks HDD Sub-Category 10K Generation Fibre Channel Part Number BD03656ABA-5Pack Products ID 463708 Type Hard Drive Hot-Swap Form Factor 3.5 inches x 1 plug-in module Capacity 36.4GB Interface Type FC-AL Data Transfer Rate 2GB/s Rotational Speed 10000RPM Pins 40 Manufacturer HP/Compaq Pre-Failure Warranty Yes
17168348,HP ENTERPRISE,"408851-B21 HP 2GB (2x1GB) PC2-5300 SDRAM Kit"" ""Null",116.94,Description:Genuine HPE 2GB (2x1GB) PC2-5300 667MHzDDR2 ECC Registered SDRAM Memory KitPart Number(s) Option Part# 408851-B21 (2 modules per Kit) Spare 430450-001 Assembly 405475-051 Kit),Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 667MHz Part Number 408851-B21 Products ID 143098 Storage Capacity 2GB ( 2 x 1GB ) Upgrade Type System Specific Technology DDE II SDRAM Form Factor DIMM 240-pin Memory Speed 667MHz ( PC2-5300 ) Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 408851-B21 Compatible Servers: BL260c G5 BL2x220c G5 BL45p G2 BL465c G1 BL465c G5 BL685c G1 BL685c G5 DL145 G3 DL165 G5 DL180 G5 DL185 G5 DL365 G1 DL365 G5 DL385 G2 DL385 G5 DL585 G2 DL585 G5 DL785 G5 ML150 G5
11435642,HP ENTERPRISE,"628061-S21 HP G8 G9 3-TB 6G 7.2K 3.5 SATA SC"", ""Null"" ""New 628061-S21 SC Price 628061-S21-",7.2,Description:5 x HPE 3TB 3.5-inch (LFF) Serial ATA (SATA) 6G7.2K Hot-Plug Midline (MDL) Hard Drive in G8 G9(Gen8 Gen9) SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 628061-S21 Spare Part# 628182-001,Specifications: Category Proliant HardDrive Sub-Category 7.2K Generation SATA SC Part Number 628061-S21-5Pack Products ID 466756 Type Hard Drive - Hot-Swap - Gen8 Large Form Factor 3.5 inches Capacity 3000GB Interface Type Serial ATA Connector 22-Position Serial ATA (SATA) Plug Data Transfer Rate 6G = 6Gb/sec (750 MB/s) Spindle Speed 7200RPM Native Command Queuing Supported Bytes/Sector 512
